Review,Star
tak bisa berkata2☹  g ada perubahan.,1 bintang
Pelayanan sangat lambat. Saya ambil surat pindah datang pada tanggal 28 Desember pukul 10.03 dengan nomor antrian 194. Sampai saya menulis ini pun masih menunggu. Luar biasa.,1 bintang
"Parkirannya (khususnya mobil) untuk pengunjung kurang sih... Jalan agak sempit.
Tidak disediakan tempat untuk pengisian formulir. Hanya ada tempat duduk antrian.
Kurangnya papan informasi.
But overall pelayanan petugasnya bagus...",4 bintang
Saya ke kantor ini untuk mengurus akta pernikahan. Kantornya terdiri dari ruangan-ruangan terpisah yang mana pemisahannya berdasarkan keperluannya. Saya masuk ke ruangan bagian pernikahan. Dilayani dengan ramah namun harus mau bertanya …,4 bintang
"Makin kacau aja pelayanan di sini ,,,,, banyak yang sudah complain tapi seperti ngomong sama tembok
Kalau mental dan metode pengurusan kaya gine gimana Indonesia mau maju coba",1 bintang
telp nya dari pagi sampai siang tidak ada yang angkat sama sekali. memang tidak ada cs atau bagaimana. Mohon diperbaiki,1 bintang
"Alhamdulillah lancar...seauai dengan waktu yang di tetapkan....
Bagus...top deh",5 bintang
Captcha...error . Ketik 1 huruf nuncul 4 huruf berulang kali. Ribet,3 bintang
"Tolong websitenya di UPDATE. Tadinya mau minta tolong untuk bikin sistem pengecekan dokumen secara online, tapi halaman website aja ga diurus. Email admin ga delivered. PNS kerjanya apa sih. Suram.",1 bintang
"Selama semua persyaratan dilengkapi,  semua documents Akan diproses sesuai waktu yang telah ditentukan. Biasakan tertib administrasi",5 bintang
"Ke sini krn urus surat pindah-datang,KK dan akte kelahiran anak. Pelayanannya cepat mskpn byk antrian dan sdh pake nomer antri. Petugasnya cekatan,jawab pertanyaan masyarakat secara tegas & to the point. 👍👍
Skrg gedungnya sudah pindah ke gedung baru. Ada free wifi-nya loh. Tempatnya jg nyaman plus dingin. Mantap 👍👍👍",5 bintang
"Saya mengurus  e-KTP di sini, semua staff cepat tanggap, penjelasan jelas dan tidak bertele-tele, sayangnya blanko ktp lagi habis waktu mengurus e-KTP, sehingga harus menunggu beberapa hari, Semoga pelayananan Dinas Kependudukan & Pencatatan Sipil Tangerang Selatan semakin  baik lagi untuk melayani masyarakat.",5 bintang
"Besok rencananya mau ke kantor dinas ke pebdudukan,karena tadi pagi saya mau bikin e ktp di tolak katanya no nik ktp ku sudah tidak ada harus di urus ulang,kenapa yah ko saya punya no nik ktp tidak tercantum......???  Kan masih ada …",3 bintang
"Datang setengah 7 pagi dapat antrian nomor 1. Hari ini penyerahan dokumen, Semoga pas pengambilan juga lancar gini, Alhamdulillah",4 bintang
Lama pelayanan buat pindah datang nya antrian jadi banyak dari pagi jam 8 selesai jam 10,1 bintang
Sudah lbh baik,4 bintang
"untuk bikin akte kelahiran anak, harus masukan nama anak ke dalam KK dulu atau bikin akte dulu baru masukin ke KK?
dan syaratnya apa aja?",2 bintang
"Pengen akte kelahiran yg salah nama,susah ngga yahh,bagi info nya donk",4 bintang
"Pros: Pelayanan cepat, informasi transparan, waktu tunggu sekitar 5 menit. Ketika sudah pulang namun ada dokumen yg dianggap kurang, pihak Dukcapil langsung menelfon.
Cons: Toilet needs serious upgrading.",5 bintang
"lumayan cukup antri dihari sibuk sebaiknya datang hari jumat lebih agak renggang, untung saja sudah pakai antrian nomor elektrik",4 bintang
"Untuk diperbaiki lagi sistem on line nya, sering error",3 bintang
"WALAUPUN BELUM BISA MENAMPILKAN NAMA NAMA DENGAN NO E KTP TETAPI SITUSNYA MUDAH DITELUSURI.
SEMOGA KEDEPAN DAFTAR NAMA DENGAN NO E KTP NYA DAPAT DITAMPILKAN.",5 bintang
Pelayanan satu pintu memudahkan kepentingan kami sebagai warga,5 bintang
"Sangat meningkat pelayanan akte kelahiran, ktp dll nya. Terimakasih",5 bintang
Semrawut parkirannya,3 bintang
Di telpon buat menanyakan sesuatu ga pernah d angkat.. Mengecewakan..,1 bintang
"Parah , ribet , mau ngurus dokumen aja dipersulit , beda sama jakarta !!!",1 bintang
layanan satu atap yg efisient dan tempat antri yang  tertata rapih,5 bintang
ini antrianku..mana antrianmu,3 bintang
Seperti kebanyakan kantor Instansi plat merah agak tidak mengenakan dan birokrasi nya berbelit,3 bintang
"Pelayanan teratur, antrian jelas, petugas sangat membantu memeriksa kelengkapan dokumen sebelum mulai antraian. Very good Tangsel.",5 bintang
sangat mempersulit masyarakat,1 bintang
Pelayanan nya lemot lelet dan lambat sangat,1 bintang
Pelayanan nya cepat dan memuaskan.,5 bintang
mengecewakan!!!,1 bintang
Acak adut....nga membantu yg datang jauhh,2 bintang
Proses cepat 1 pintu,5 bintang
"Ganti foto ktp ,, harus sabar dengan antrinya",3 bintang
Bagus pelayanannya...tangsel rumah kita bersama,5 bintang
Saya buat E'KTP bln 10 2016 sampai sekarang belum siap mohon infonya dong,5 bintang
Mau urus akte anak,4 bintang
"Sudah 3x di sini, semoga hari ini selesai.",5 bintang
"Bisakah ngurus2 surat pindah el-ktp secara langus kesituu,, tp lanhsung jd",5 bintang
"Nice office, pelayanan sudah lebih baik. Terima kasih.",5 bintang
Saya mau foto ulang tapi orang Kecamatan harus ke Tigaraksa jauh terus gimana,5 bintang
Bisakah bikin ektp ngawi di serpong biar ga ribet harus pulang kampung,1 bintang
Cepat dan ramah,5 bintang
"Sistem error,pelayanan tidak memuaskan,antrian dibatasi....",1 bintang
Dari agustus 2018coba akses ektp tidak pernah bisa,1 bintang
Sangat membantu sekali,5 bintang
Bkin kk lama!! G bisa dihubunginno telp nya,1 bintang
Ngurus ektp aja lama gimana dengan yg lain..,1 bintang
Pakir luas pelayanan ok,4 bintang
Revisi akte kelahiran sudah sebulan belum selesai juga....,1 bintang
"Pelayanan yang mantab, tempat yang nyaman",5 bintang
ribet. mau daftar aja lama,1 bintang
Payah. Mau modern tapi nanggung..,1 bintang
Yaah,1 bintang
pengurusan administrasi kependudukan dan pencatatan sipil dapat dilakukan di sini...,5 bintang
Bisa gk ya gue bkin e_ktp di luar domisi gk ya?,5 bintang
Datang lebih pagi untuk pengambilan nomor antrian..,4 bintang
Dinas Kependudukan dan Catatan Sipil (Disdukcapil) Kota Tangerang Selatan,4 bintang
Perlu di benahi lagi sistem online anda,1 bintang
"sdh cukup baik, walaupun nomer antrian dibatasi :(",4 bintang
Pelanyanannya bagus,5 bintang
parah!!!,1 bintang
Loket 2 👎👎👎👎👎👎👎👎👎👎 kenapa pembaharuan KK harus kolektif dari kelurahan?,1 bintang
Onlinenya error gak bisa masuk,1 bintang
Tertib........... Petugas loket banyakkk.....,3 bintang
Terlalu banyak antriannya setiap harinya kenapa ya,5 bintang
lumayan  adem meski penuh..,4 bintang
Pelayanan kurang humanis,1 bintang
Bila memai web senang sekali mencari alamat,5 bintang
hari saptu apakah bisa untuk mengambil ektp?,3 bintang
Pelayanan online nya kacau.,1 bintang
mksih,5 bintang
Lama,3 bintang
Pusing,1 bintang
Mana KK gue!!! 8 bulan belom jadi!!!!,1 bintang
Pelayanan memuaskan....,5 bintang
Amit amit pelayanannya,1 bintang
antrian mengular bagai quda tiap hari,3 bintang
Pelayanan kurang ramah kepada warga,2 bintang
ditanya dengan baik jawaban tidak menyenangkan .. terkesan SOMBONG,1 bintang
Terlalu ramai sampai susah nafas.,2 bintang
Pelayanan kayak sampah.,1 bintang
Masih lambat sistem pengerjaan nya.,3 bintang
Antrian banyak dan perosesnya lama,2 bintang
Pelayanannya dah cukup bagus dan cepat,3 bintang
Proses surat2 pindah 4 hari kerja,5 bintang
Karena mudah utk ngurus 2,5 bintang
"Sangat profesional, tertib, bersih, cepat,",5 bintang
"Pelayanan lambat , payah.",1 bintang
Katanya online,2 bintang
Melayani dengan sepenuh hati,5 bintang
Pelayanannya cepat.tanpa uang,5 bintang
Melayani sepenuh hati,5 bintang
"Pelayanannya cepat dan ramah, tempatnya nyaman.",5 bintang
Dinas Kependudukan Tangerang Selatan,5 bintang
Sekarang servicenya sudah oke bgt,5 bintang
Sangat membantu dalam perjalanan,5 bintang
AC PANAS sering mati lampu,2 bintang
Layanan Ramah dan Cepat..,5 bintang
Pas ini benar ga salah,5 bintang
lokasinya bener 👍,5 bintang
"Tempat mudah dijangkau, dan nyaman.",5 bintang
"Info jadwal terbaru dibukanya kuota layanan di siakcapil.tangerangselatankota.go.id
kontak ig @disdukcapil.tangsel",3 bintang
"Very bad service, the front officers lacks of manners, very slow, and not helpful.
(Diterjemahkan oleh Google)
Pelayanan sangat buruk, petugas depan kurang sopan santun, sangat lambat, dan tidak membantu.",1 bintang
"(Diterjemahkan oleh Google) Login tidak memungkinkan, daftar tidak memungkinkan. Mengapa situs webnya sangat kacau
(Asli)
Login ga bisa, daftar ga bisa. Website kok ngaco banget",1 bintang
"Very Good Building, cumputerice system, but purhaps the employee is leak of knowlwdge. Today I was arrive at 8.25 and went to information to pick up my ID card ( KTP). And they give me line no 119, I wait for 2 hours until lady  call my …",1 bintang
"Hope can be better 🙏
(Diterjemahkan oleh Google)
Semoga bisa lebih baik 🙏",3 bintang
"Today, the system is far better, they use online registration system. So, make sure you register first before you come, or it will be no use. You can register at the website they provided. You can see the address at my picture. …",4 bintang
"Worst service ever!!! Online documents? Impossible! Too much excuses!
(Diterjemahkan oleh Google)
Layanan terburuk yang pernah ada !!! Dokumen online? Mustahil! Terlalu banyak alasan!",1 bintang
"great
(Diterjemahkan oleh Google)
Bagus",5 bintang
"I went there a few times recently, hoping to apply for my newborn's birth certificate, update of our family card (KK), and ID card for my second son (KIA). As much as I had plenty of respect to the staff serving there because they seemed to …",2 bintang
"I appreciate public service of this Tangerang Selatan City. The service and instruction is clear, and officers are helpful. I revised my family card and finished in one day, just wait for 2 hours, no ""calo""
(Diterjemahkan oleh Google)
Saya …",5 bintang
"Worst service ever!!! They are very incompetent at their job. Such a disgrace for calling themselves civil servant.
(Diterjemahkan oleh Google)
Layanan terburuk yang pernah ada !!! Mereka sangat tidak kompeten dalam pekerjaan mereka. Memalukan karena menyebut diri mereka pegawai negeri.",1 bintang
"Neat place, good service, and warm welcome from the greeting staff who asked what our need and direct us to the correct office. Very good work TangSel govt. I am very satisified.
(Diterjemahkan oleh Google)
Tempat yang rapi, pelayanan yang …",5 bintang
"Bad service. It tooks months to change e-ktp data, and takes hours just to took it from the office, because of bad queuing system.
(Diterjemahkan oleh Google)
Layanan buruk. Butuh waktu berbulan-bulan untuk mengganti data e-ktp, dan butuh waktu berjam-jam untuk mengambilnya dari kantor, karena sistem antrian yang buruk.",1 bintang
"(Diterjemahkan oleh Google) asal
(Asli)
asal-asal",1 bintang
"(Diterjemahkan oleh Google) Edit: jasa Oke 👌
(Asli)
Edit: pelayanan oke 👌",5 bintang
"Bad experience
(Diterjemahkan oleh Google)
Pengalaman buruk",1 bintang
"Bad service. On line not implemented well still need copying and with a long queing.  Why?????
(Diterjemahkan oleh Google)
Layanan buruk. On line tidak diimplementasikan dengan baik masih perlu menyalin dan dengan antrian panjang. Mengapa?????",1 bintang
"The system must be improvement more. Need attention.
(Diterjemahkan oleh Google)
Sistem harus lebih ditingkatkan. Butuh perhatian.",3 bintang
"Helpful officers
(Diterjemahkan oleh Google)
Petugas yang membantu",5 bintang
"improvement in services to citizen is a must.
(Diterjemahkan oleh Google)
peningkatan layanan kepada warga adalah suatu keharusan.",4 bintang
"Good service.
(Diterjemahkan oleh Google)
Pelayanan bagus.",5 bintang
"(Diterjemahkan oleh Google) Baik, baik
(Asli)
Gut gut laah",5 bintang
"(Diterjemahkan oleh Google) Lokasinya bagus, pelana cukup bagus,
(Asli)
Lokasi enak,pelayana lumayan bagus,",4 bintang
"Ok
(Diterjemahkan oleh Google)
Baik",3 bintang
"First great experience with govt officials so far...
(Diterjemahkan oleh Google)
Pengalaman hebat pertama dengan pejabat pemerintah sejauh ini ...",5 bintang
,1 bintang
,4 bintang
,1 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,4 bintang
,4 bintang
,1 bintang
,5 bintang
,1 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,1 bintang
,1 bintang
,5 bintang
,3 bintang
,5 bintang
,2 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,3 bintang
,5 bintang
,1 bintang
,1 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,3 bintang
,1 bintang
,2 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,3 bintang
,1 bintang
,5 bintang
,3 bintang
,3 bintang
,1 bintang
,5 bintang
,1 bintang
,1 bintang
,4 bintang
,5 bintang
,4 bintang
,3 bintang
,5 bintang
,2 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,3 bintang
,5 bintang
,1 bintang
,1 bintang
,4 bintang
,1 bintang
,3 bintang
,1 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,4 bintang
,5 bintang
,5 bintang
,4 bintang
,4 bintang
,1 bintang
,1 bintang
,2 bintang
,1 bintang
,1 bintang
,1 bintang
,4 bintang
,5 bintang
,1 bintang
,1 bintang
,5 bintang
,1 bintang
,1 bintang
,2 bintang
,5 bintang
,1 bintang
,4 bintang
,1 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,5 bintang
,5 bintang
,5 bintang
,3 bintang
,1 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,3 bintang
,1 bintang
,2 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,4 bintang
,1 bintang
,1 bintang
,2 bintang
,5 bintang
,3 bintang
,5 bintang
,1 bintang
,3 bintang
,5 bintang
,4 bintang
,5 bintang
,4 bintang
,3 bintang
,3 bintang
,1 bintang
,5 bintang
,1 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,4 bintang
,5 bintang
,4 bintang
,4 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,2 bintang
,5 bintang
,1 bintang
,1 bintang
,3 bintang
,1 bintang
,1 bintang
,5 bintang
,2 bintang
,1 bintang
,2 bintang
,1 bintang
,1 bintang
,2 bintang
,3 bintang
,5 bintang
,4 bintang
,3 bintang
,5 bintang
,1 bintang
,1 bintang
,4 bintang
,5 bintang
,1 bintang
,5 bintang
,1 bintang
,3 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,1 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,3 bintang
"Pelayanannya oke, jelas, cepat tapi gak ada senyum. Layanannya mulai mendigital. Di depan antrean sblm pintu masuk, ada layar yg menampilkan video cara sinkronisasi/update data di sobatdukcapil.tangerangkota.go.id.
Saya ke sini buat …",4 bintang
"urus akta lahir dapat 3 (Akta lahir, KK, dan KIA)
jangan salahkan petugas apabila kesalahan ada di kita. Karena berkas dan syarat ADM sudah jelas. tinggal kita bawa dan ikuti petunjuk petugas.
Terimakasih untuk pelayanan terbaiknya",5 bintang
"Kok bs istri saya buat ktp baru dgn status cerai hidup sedangkan kita masih serumah dan blm ada surat keputusan dari penggadilan agama kita udh bercerai, tlg d tindak oknum2 yg bermain pemalsuan data",1 bintang
"ternyata bukan saya aja yang berkomentar soal pelayanan securitynya...saya baru 2 x kesana,ngurus KIA ...prtama x kesana,pelayanan security nya sangat amat kurang bagus,,saya juga security di rumah sakit..jd sama2 melayani masyarakat..tp ga seperti di situ....kurang ramah",1 bintang
"Security di depan sebenarnya bisa lebih asyik lagi jika pasang muka manis dan lembut (dengan gak mengurangi sifat tegas koq).
Pastikan jaminan kehandalan server dong untuk setiap aktivitas yang menuntut Sistem Online.
Untuk petugas penjaga …",3 bintang
"Legalisir KTP cepat, tinggal taro fotocopy ktp yg mau di legalisir di Pak Satpam depan pintu masuk. Kemudian tunggu saja nama akan segera dipanggil.
Kemaren saya sampai jm set11, taro dokumen lalu kembalin jm1 krna potong waktu istirahat.
Jam set 2 sudah dipanggil dn legalisir selesai.",5 bintang
Layanan dukcapil tangerang kota tidak bagus. Informasi yang diberikan di petugas di depan tidak valid. Apakah memang sumber daya manusianya tidak kompeten? Tempatkan memang orang-orang yg berkompeten utk memberikan informasi prosedur. …,1 bintang
pegawai sekelas pemerintahan tapi pada ga sopan dan jutek2 semua. padahal mereka melayani masyarakat. ga profesional bgt coba pak dirjen di kasih training anak2nya gmn caranya brsikap sebagai pelayanan masyarakat,1 bintang
"Pelayanan kurang memuaskan. Hari ini datang ke dukcapil buat ambil akte kematian alm. Orangtua, nunggu sekitar 1 - 1,5jam gak dipanggil-panggil. Dipanggil paling terakhir, ternyata orang sana salah input nama yg ngambil akte.
Saran juga, selain adanya pendaftaran lewat aplikasi juga sebaiknya ada antrian nomor biar lebih jelas",2 bintang
kalo mau cepet kyak sy gobrak meja dlu krna udh klewat sabarnya cmn nunggu KK di janjikan smpe 3 x alias 6 minggu gk jadi2.di kira enk kesana kemari apa lg KTP smpe 7 bulan👎untuk satpamnya perbaiki lagi pelayanannya..krna sy juga satpam …,1 bintang
Tolong pak walikota securty dispenduk di didik cara sopan santun kami masarakat ingin di layani dengan baik bukan malah jawaban yg cuek dan ketus,1 bintang
"Ini agak lucu ya.. Semua serba online, sy mau regis / pindah KK, tp websitenya ""server hangup"" terus.. Hahahahaha..
Better ga usah online online kalau websitenya seperti kurang memadai..
Mau terlihat praktis & canggih, tp faktanya lemot..
Tolong di perhatikan..",1 bintang
"Saya kasih bintang satu ..
Krna saya mau tanya..
Ini bisa tidak urus .. bikin akte kelahiran",1 bintang
"Maaf ya pak/bu, data NISN adik saya tidak sesuai dengan data Dukcapil, padahal sebelumnya orang tua saya sudah memperbaiki nama dan TTL adik saya, namun pada saat proses verifikasi data NISN dengan KK terbaru (sudah di perbaiki nama dan …",2 bintang
"Ke sini untuk mengurus pembuatan KIA anak. Untuk proses administrasi sudah mulai ada peningkatan dengan adanya website sobatdisdukcapiltangerang. Jadi mengurusnya bisa online, datang tinggal mengambil. Antrian juga tidak terlalu lama. Yang …",3 bintang
"Parah payah bngt ,bukannya dipermudah malah dipersulit, udah begayaan lg mke online
Mending canggih error mulu cacat",1 bintang
Saya tadi pagi ke kantor dinas kependudukan dan pencatatan sipil pelayanan kurang mulai dari security yg angkuh dan sombong kasi info gk jelas saya mohon kepada bapak/ibu dinas kependudukan dan pencatatan sipil agar orang² yang kyk gitu di …,1 bintang
selalu kalau ngurus surat-surat nggak pernah selesai satu hari yang alasan kepala dinasnya tidak ada di tempat selalu seperti itu,1 bintang
Assalamualaikum wr wb..Selamt pg kep Pemerintahn  terutama kep yth.. Ibu Airin wali kota TangSel .beserta Staff.. Ny Sy pribadi mengucap Syukur Alhamdulillah mempunyai Pemimpin yg memperhatikan Rakyat ny dan Masyarakt ny .Sy pribadi dan …,5 bintang
"Instansi pemerintah tanggerang makan gaji buta, pelayan nol dari kata cepet saya kerja di swasta gak lelet kaya kalian ASN.
Bilang nya online tapi apa2 serba lemot.
Di telpon tapi gak ada satu pun pelayaan yang angkat.
Sekali2 di sidak nich oleh walikotanya liat lah kinerja ASN",2 bintang
Nomor telp tidaac bisa di telp.nomor wa tidak bisa di wa...maju kotamya kesulitan warganya...,1 bintang
"Yang mau urus akta kelahiran, kematian, perkawinan, kartu keluarga dll bisa lihat foto. Sekarang, akses sudah online semua. Buang waktu kalau harus bolak-balik. Urus SKCK pun sudah bisa online, cuma jam kerja di PolRes hanya sampai setengah 1 siang bukan jam 3 sore (saya berpengalaman bolak-balik tanpa hasil 😆)",5 bintang
Udah 3 hari lebih nik ibu saya gk aktif katanya nunggu 2 hari sampe skrnh gak aktif!!!gk jls kun....,1 bintang
"TOLONG DONG WEBSITE NYA DIPERBAIKI JIKA MEMANG SRMUA HARUS ONLINE, BELUM LAGO NOMOR YANG DISERTAKAN DI WEBSITE ADA YANG TIDAK ADA WA NYA, PADAHAL TERTULIS ITU NOMOR WA. UNTUK KONSULTASI TENTANG WEBSITE PUN LAMA SEKALI RESPON NYA. DAN SANGAT …",1 bintang
"wew,,ko reviewnya kebanyakan minus y,padahal bentar lgi mw rencana update domisili sama bikin KK kota tangerang,,sya asal kab Tangerang dan pernah urus data di dukcapil kab Tangerang sangat sangat sangat mudah,nyaman dibantu pula klo ada yg …",3 bintang
Ampun akses online pemeliharaan sistem terus...yg ngurus ga kompeten 🤣,2 bintang
"Saya pikir cuma saya aja yg merasakan securitynya kaya ee..ternyata banyak jga yg merasakan..security pintu masuk SANGAT TIDAK BERSAHABAT !!!!!!!
ORANG GAK TAU NANYA WAJAR !!!!!
BERSYUKUR BISA PINDAH DARI TANGERANG #####$@%@*+£÷₩",1 bintang
"Datang kesana nanya baik-baik dengan security, di jawab dengan nada tinggi, security atau preman pasar???",1 bintang
"Udahlah, to the point aja... Knpa pelayanannya begitu.. karena kurang ""pelicin""",1 bintang
"Pelayanan di sini benar2 parah jeleknya. Untuk mengambil KK asli saja yg sudah selesai sy harus bolak balik sampai 3x, belum lagi ke warnet juga, karena kata petugas di sana KK saya bisa di print sendiri di warnet  tapi ternyata  setelah 3x …",1 bintang
"Pelayanan nya kurang memuaskan.. jutek""",1 bintang
SQUIRITY nya gk pantas duduk disitu,1 bintang
Securtynya sangat2 tidak ramah sekali..terlalu arogan..ada beberapa orang yg kurang tahu prosedur pengurusan di dukcapil tp di jwab dgn bentak2..apa lgi securty yg berkepala plontos sangat arogan sekali...mohon utk pak walikota atau wakil …,1 bintang
"Satpam tidak ada sopan santunnya, tidak ada tata krama, ketus memberikan informasi, lancang kepada tamunya.
Bagian informasi pun sama, ketus menjawab pertanyaan dan memberikan informasi.
Pelayanan selama masa COVID-19 dilakukan secara …",1 bintang
"Dua kali ke sini, Pertama utk perbaikan akta kelahiran anak krn NIK nya beda dgn di KK. Cukup WA 2 hr kemudian bisa diambil. Yg kedua bikin akta kelahiran baru org dewasa yaitu saya. Install aplikasi TANGERANG LIVE upload data yg di minta 5 …",4 bintang
"Tolong bagikan pengalaman kalian dong, soal pengurusan kk dan ubah kk, lalu ganti status ktp",5 bintang
Mau nanya sekarang masih sistem kuota gak daftarnya dan mesti antri dari jam 5 subuh?,1 bintang
Knp kalo bikin KK KTP nama di ubah ubah :v,1 bintang
"nunggu jawaban rekonsolidasi data janji 3 sd 7 hari, ini sejak april dan skrang sdh juni tengah bulan gk ada kabar.. di tlp dari mei ampe juni gak pernah ada yg angkat.. kalo dah bisa ngejanjiin brrti sdh punya sistem tp meleset sistemnya",1 bintang
"Datang kesorean jam 2.20PM dan nomor antrian udh gak ada,sama petugas informasi diminta tanya ke loket 6, ternyata masih bisa dilayanin dengan baik,meskipun ibu²nya yg melayani dengan wajah masam tanpa senyum namun tegas,dan cepat selesai, terimakasih
FYI nomor antrian buka dari jam 07.00AM-11.00AM",5 bintang
"Sya ktp tangsel, tapi skrg nik ktp saya tidak terdaftar , gara2 sya mau buka tabungan mandiri, padahal lengkap passpor , npwp, kk, ad smua, saya tlp no ducpilnya berklx ga di angkat",1 bintang
"Istri saya dh punya ktp kota tangerang tapi anehnya,nik nya tidak terdaftar di nik nasional,pdhl jaman sdh full online knp msh bgni,saya bayar pajak buat ngegaji kalian2 para ASN minimal kalian kasih lah pelayanan yg bagus,jadi kami rakyat gk rugi ngegaji kalian,",1 bintang
mohon maaf ya saya kesana bilangnya hanya bisa dilayani online giliran lewat online udah 3 hari gak dapet bantuan diread doang sebenernya intansi ini niat untuk melayani gak sih????,1 bintang
Berapa lama untuk aktifasi KTP yg pindah alamat? KTP istri saya masih alamat yg lama di komputer BANK. Sudah 2 bulan ko KTP istri saya masih alamat yg lama?,4 bintang
"Untuk pelayanannya parah, apalagi security nya sombong² banget, sepertinya security ya tidak terpelajar atau mantan pereman, ditanya baik² malah nyolot, tolong pak Walikota untuk menyeleksi lagi para scurity yg songong, yg tidak pake tatakramah..",1 bintang
"Karena tempatnya ada di gedung Ketenagakerjaan dan tidak ada petunjuk nama yang mengarahkan sehingga harus banyak bertanya mulai dari jalan raya...
Fasilitas pendukung seperti lahan pakir yg kurang luas sehingga parkir di jalanan... Namun …",2 bintang
"Security yg double job d BPJS bangke bgt, lagu nya udh kaya jagoan, kaga ada ramah2 nya, ngelayanin kasih informasi marah2 gtuh... Cocok jadi anggota ormas tuh security bangke.",1 bintang
Tlong informasi nya Surat pindah udah diurus tapi ilang gimana ya minta print ulang surat pindah bisa gak suruh orang lain yg ngurus nya ya soal nya  aku udah dikampung jauh klw ketangerang lgi,3 bintang
"Dateng ksini karna mau membuat KK baru..
Awalnya takut krna rate di tempat ini sngt tidak memuasakan..
Akhirnya saya dan suami bertekad berangkat pagi jam 7 sdh di tempat..
Alhamdulillah dapat nomer antrian 20 dengan mengisi absen terlebih …",5 bintang
"Security nggak ada ramah"" nya..",1 bintang
"Pelayanannya makin parah,  mohon pada bapak wali kota dan wakilnya sidak langsung tanpa jadwal,  biar bisa lihat bagaimana pelayanan disana.  Security gk pny sikap sopan,  bukan membantu tp bertingkah sok berkuasa,  semoga kedepan bs lebih baik lagi 🙏",1 bintang
"Gak naek kelas sisa2 jaman prasejarah.. dinosourus,jaman batu. hayo berubah lebih cepat lebih sopan lebih santun
Antriannya seperti antrian sembako",1 bintang
"Siapkan waktu minimal 3 jam ya kalau mau berurusan dengan kantor disdukcapil..pelayanannya sendiri hanya memakan waktu sekitar 15 menit paling lama,tapi antri menunggu yang bisa berjam-jam. Seperti biasa,ketika datang ambil nomor antrian …",4 bintang
"Susah banget telp ke dukcapil..
Ke call centre ga diangkat"" dan tlp langsung dinomor ini juga sama.
Soalnya KK saya udh kluar tapi nik anak saya tidak bisa di daftarkan di BPJS alasannya karena blum di approved..  Gimana y ini?",1 bintang
"Datang jam 9 pagi udah kehabisan nomor antrian,  tpi di dalam yg tmpt  duduk banyak yg kosong.
Ini yg abisin kuota antriannya calo ato makhluk halus.???
Helow penguasa",1 bintang
Scurity di didik yg benar,1 bintang
"Alhamdulillah, bikin akte lahir hari ini dateng, hari ini juga selesai. Pastikan semua persyaratan dibawa n jangan lupa bawa aslinya biar ga bolak balik. Klo ga tau persyaratannya apa, bisa tanya dulu ke kelurahan atau kecamatan. Ingat …",5 bintang
Pasti dong tamatan sarjana2 terdidik apalagi Kabid dan kepala kepala nya.. tapi layanannya terparah dan terhancur dibandingkan Jakarta.. gak berubah juga. Kapok bagi yang kesini,1 bintang
"Layanan publik di hari Sabtu lebih baik dibandingkan hari kerja lainnya. Ada banyak petugas yg baik pelayanannya namun tidak sedikit yg tidak sopan, cenderung kasar, jutek dalama menjawab pertanyaan warga khususnya PETUGAS SATPAM/SECURITY …",2 bintang
"info dong klau ganti e ktp yg pudar bikin nya di sumtra,buat ganti yg baru di sini bisa enggk yaa?",2 bintang
"BLANGKO KOSONG OHH BLANGKO KOSONG...!!! ALASAN KALIAN TERLALU MAINSTREAM. BOSAN WARGA TANGERANG DENGERNYA
PERBARUI DATA KTP AJA HARUS NUNGGU BERAPA LAMA SIH? APA HARUS KELUAR UANG BIAR CEPET?!",1 bintang
"Orangnya ga ramah , sombong, security galak banget sumpah demi Allah ga ada sopan nya .. beda banget ga kaya di Tangerang Selatan .. tolong di perbaiki pelayanannya.. kalo perlu di tatar lagi orang orangnya ..",1 bintang
"Salut buat para pegawai nya cara kerjanya cepat hanya 1 jam sudah jadi , asal kan data lengkap dan sopan baik pula,, s",5 bintang
